Fri Dec 30 04:14:57 2022    output.dat

         41282251 function calls (40571362 primitive calls) in 85.856 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\generic.py:4805(<genexpr>)
       49    0.000    0.000    0.000    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'writerow' of '_csv.writer' objects}
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\generic.py:10185(_logical_func)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:200(_set_noconvert_columns)
        1    0.000    0.000    0.134    0.134 d:\Git\Demidov\venv\lib\site-packages\pandas\util\_decorators.py:302(wrapper)
        4    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\common.py:207(<genexpr>)
        4    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\dtypes\common.py:347(is_datetime64tz_dtype)
        2    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\base.py:2058(is_boolean)
        2    0.000    0.000    0.003    0.002 d:\Git\Demidov\venv\lib\site-packages\pandas\core\internals\blocks.py:221(get_values)
        2    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\readers.py:414(validate_integer)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\range.py:188(_cached_int64index)
        2    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_datetime_array}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:62(_path_split)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\base.py:716(_rename)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\formats\format.py:646(_calc_max_cols_fitted)
        4    0.000    0.000    0.000    0.000 {pandas._libs.lib.infer_datetimelike_array}
        3    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexing.py:133(iloc)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\formats\csvs.py:110(_initialize_index_label)
        1    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:58(<listcomp>)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\numeric.py:280(_is_comparable_dtype)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1240(_get_spec)
        9    0.000    0.000    0.000    0.000 {built-in method pandas._libs.writers.word_len}
        2    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\base.py:2389(_is_all_dates)
        2    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\common.py:125(is_url)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:523(_compile_bytecode)
        3    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\generic.py:437(_validate_dtype)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:722(exec_module)
        3    0.000    0.000    0.000    0.000 C:\Users\pikac\AppData\Local\Programs\Python\Python37\lib\typing.py:715(__instancecheck__)
       35    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\apply.py:963(result_index)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\internals\construction.py:445(<listcomp>)
        2    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\internals\managers.py:476(_consolidate_check)
        6    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:357(<setcomp>)
        3    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\base.py:2382(inferred_type)
        2    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\dtypes\missing.py:480(_array_equivalent_object)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\nanops.py:455(nanany)
        9    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\base.py:5710(_validate_indexer)
       11    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\numpy\core\_dtype.py:24(_kind_name)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\base.py:737(__iter__)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\formats\csvs.py:204(write_cols)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\base.py:6375(default_index)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:576(module_from_spec)
        4    0.000    0.000    0.000    0.000 C:\Users\pikac\AppData\Local\Programs\Python\Python37\lib\urllib\parse.py:109(_coerce_args)
        3    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\internals\managers.py:622(_consolidate_inplace)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\series.py:4572(reindex)
        1    0.000    0.000    0.000    0.000 C:\Users\pikac\AppData\Local\Programs\Python\Python37\lib\typing.py:248(inner)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\frozen.py:67(__getitem__)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\readers.py:1218(_refine_defaults_read)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\base_parser.py:218(_open_handles)
        3    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\formats\csvs.py:138(has_mi_columns)
        3    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\dtypes\inference.py:98(is_file_like)
        2    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\internals\construction.py:457(<listcomp>)
        7    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\formats\csvs.py:90(na_rep)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:574(spec_from_file_location)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1351(_get_spec)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 {built-in method _csv.writer}
        6    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        4    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\dtypes\common.py:116(ensure_python_int)
        3    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\base.py:4405(_get_engine_target)
        2    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\base.py:4821(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:438(_classify_pyc)
        4    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\internals\managers.py:1049(value_getitem)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\generic.py:7093(isna)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\dtypes\common.py:1188(is_numeric_dtype)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:147(__enter__)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\_config\config.py:418(__exit__)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\base_parser.py:791(_do_date_conversions)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\base_parser.py:409(_make_index)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\_config\config.py:404(__init__)
        2    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\missing.py:883(clean_reindex_fill_method)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\internals\managers.py:954(<listcomp>)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\base.py:4807(identical)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\base_parser.py:280(close)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\base_parser.py:605(_set_noconvert_dtype_columns)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\formats\csvs.py:128(_get_index_label_flat)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:318(__exit__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:51(_r_long)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\generic.py:10220(any)
        3    0.000    0.000    0.000    0.000 C:\Users\pikac\AppData\Local\Programs\Python\Python37\lib\typing.py:718(__subclasscheck__)
        6    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\common.py:121(__exit__)
        4    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\frame.py:1352(__len__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:74(_path_stat)
        2    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\base.py:1500(_get_names)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\apply.py:101(__init__)
        2    0.000    0.000    0.000    0.000 <string>:2(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:471(_validate_timestamp_pyc)
        3    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\numeric.py:176(_validate_dtype)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\generic.py:510(_construct_axes_from_arguments)
        2    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\base_parser.py:402(_maybe_make_multi_index_columns)
        4    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\frame.py:3873(_clear_item_cache)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:369(_get_cached)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\formats\format.py:608(_initialize_justify)
      5/3    0.000    0.000    0.000    0.000 C:\Users\pikac\AppData\Local\Programs\Python\Python37\lib\abc.py:141(__subclasscheck__)
        4    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\formats\csvs.py:106(index)
       12    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\numpy\core\multiarray.py:1071(copyto)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:403(cached)
        9    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\numpy\core\multiarray.py:148(concatenate)
        2    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\dtypes\cast.py:450(ensure_dtype_can_hold_na)
        2    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\common.py:883(_maybe_memory_map)
        1    0.000    0.000    0.001    0.001 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\readers.py:1079(__exit__)
        2    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\numpy\core\numerictypes.py:651(<listcomp>)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\base.py:6444(unpack_nested_dtype)
        6    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\range.py:241(start)
        8    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\range.py:287(step)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\base_parser.py:1211(_validate_parse_dates_arg)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_path_is_mode_type)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:951(path_stats)
        1    0.000    0.000    0.000    0.000 C:\Users\pikac\AppData\Local\Programs\Python\Python37\lib\codecs.py:309(__init__)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\_config\config.py:413(<listcomp>)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\range.py:461(_view)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\formats\format.py:423(__init__)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\generic.py:10520(any)
        9    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\util\_decorators.py:214(_format_argument_list)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:401(_check_name_wrapper)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1272(find_spec)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        2    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\dtypes\common.py:314(is_datetime64_dtype)
        3    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexing.py:2469(need_slice)
        3    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\internals\blocks.py:242(mgr_locs)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\readers.py:855(_check_file_or_buffer)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\nanops.py:214(_maybe_get_mask)
        7    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\formats\csvs.py:94(float_format)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:859(__exit__)
        1    0.000    0.000    0.000    0.000 C:\Users\pikac\AppData\Local\Programs\Python\Python37\lib\types.py:164(__get__)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\series.py:5160(isna)
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.array_equivalent_object}
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\nanops.py:347(_na_ok_dtype)
        4    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\generic.py:3860(_check_setitem_copy)
        2    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\common.py:215(is_fsspec_url)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\base_parser.py:1060(_process_date_conversion)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:151(__exit__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:369(__init__)
        9    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        2    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        7    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        5    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\base.py:220(disallow_kwargs)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\internals\managers.py:1486(<listcomp>)
        2    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\common.py:428(get_compression_method)
        2    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\internals\construction.py:215(mgr_to_mgr)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:855(__enter__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:93(_path_isfile)
        9    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\formats\format.py:590(_initialize_sparsify)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:307(<dictcomp>)
        7    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\formats\csvs.py:98(decimal)
        2    0.000    0.000    0.000    0.000 C:\Users\pikac\AppData\Local\Programs\Python\Python37\lib\typing.py:669(__hash__)
        6    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_all_arraylike}
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\dtypes\inference.py:359(is_sequence)
        4    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\base.py:497(_ensure_array)
        6    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\range.py:264(stop)
        3    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\internals\blocks.py:289(__len__)
        3    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\internals\blocks.py:340(shape)
        2    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\formats\format.py:690(_is_in_terminal)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
        1    0.000    0.000    0.000    0.000 C:\Users\pikac\AppData\Local\Programs\Python\Python37\lib\codecs.py:186(__init__)
        6    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\base.py:5704(_maybe_cast_listlike_indexer)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:211(<dictcomp>)
        6    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\numpy\lib\function_base.py:4378(_delete_dispatcher)
        6    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\base.py:3770(_validate_can_reindex)
        6    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\internals\managers.py:1920(<lambda>)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\internals\construction.py:448(<listcomp>)
        6    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       12    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        2    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\_config\config.py:812(inner)
        2    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\dtypes\common.py:388(is_timedelta64_dtype)
        2    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\apply.py:601(index)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\formats\format.py:614(_initialize_columns)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:303(<listcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\internals\managers.py:305(<dictcomp>)
        3    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\formats\csvs.py:102(header)
        6    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        7    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_iterator}
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\generic.py:539(<dictcomp>)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\internals\base.py:45(_validate_set_axis)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\dtypes\base.py:425(find)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\frame.py:797(shape)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:212(<listcomp>)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\formats\csvs.py:161(_initialize_chunksize)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:792(find_spec)
        2    0.000    0.000    0.000    0.000 <string>:1(__new__)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\numpy\core\_methods.py:60(_all)
       12    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\c_parser_wrapper.py:402(ensure_dtype_objs)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1203(_path_importer_cache)
        3    0.000    0.000    0.000    0.000 C:\Users\pikac\AppData\Local\Programs\Python\Python37\lib\_collections_abc.py:302(__subclasshook__)
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\common.py:203(any_not_none)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\readers.py:1143(_clean_na_values)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:416(parent)
        7    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        2    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\_config\config.py:595(_get_registered_option)
        5    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\range.py:372(inferred_type)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
        4    0.000    0.000    0.000    0.000 C:\Users\pikac\AppData\Local\Programs\Python\Python37\lib\urllib\parse.py:98(_noop)
        3    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        3    0.000    0.000    0.000    0.000 {method 'append' of 'pandas._libs.internals.BlockPlacement' objects}
        3    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\base.py:1697(nlevels)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\apply.py:643(columns)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\base_parser.py:284(_has_complex_date_col)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:884(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        2    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\base_parser.py:268(<setcomp>)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\base_parser.py:807(_check_data_length)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\base_parser.py:1015(_make_date_converter)
        3    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\parsers\base_parser.py:1233(is_index_col)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:307(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:311(__enter__)
        1    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        2    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\missing.py:102(clean_fill_method)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\base.py:6339(ensure_has_len)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\formats\format.py:622(_initialize_colspace)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\formats\csvs.py:132(_initialize_quotechar)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:36(_relax_case)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:211(_call_with_frames_removed)
        2    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        3    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\base.py:774(<lambda>)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\indexes\numeric.py:187(_ensure_dtype)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\core\internals\managers.py:219(is_single_block)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\formats\format.py:558(is_truncated_horizontally)
        1    0.000    0.000    0.000    0.000 d:\Git\Demidov\venv\lib\site-packages\pandas\io\common.py:162(validate_header_arg)
